585586|_|21622|_|thymeleaf/thymeleaf|_|{ return null; }<z>|_|False|_|OK|_|[0.114302, 0.274613, 0.370294, 0.07175, 0.073976]|_|0.114302|_|0.180987|_|[1.0, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|1.0|_|1.0|_|True|_|True|_|[0.531152, 2.333307, 18.093658, 1.230935, 1.237384, 0.943621, 1.057873, 1.103417, 0.122524, 1.173226, 0.047543, 0.375662, 0.219188, 0.056786, 0.0983, 0.114302, 0.274613, 0.370294, 0.07175, 0.073976, 2.135132, 1.473233, 0.087513, 19.183339, 1.343062, 3.153381, 2.92895, 0.854283, 0.386806]|_|[1.0, 0.25, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.0, 1.0, 0.0, 1.0, 0.5, 0.5, 1.0, 1.0]
587052|_|71353|_|thymeleaf/thymeleaf|_|{ logger.trace("[THYMELEAF][{}] Evaluating number token: \"{}\"", TemplateEngine.threadIndex(), expression.getStringRepresentation()); }<z>|_|False|_|OK|_|[0.544596, 1.707942, 0.113705, 1.036245, 0.093743, 0.259007, 0.283649, 1.606033, 0.182228, 0.234636, 0.09445, 0.152603, 0.490177, 1.093454, 0.543051, 1.111978, 0.090915, 0.199407, 1.317085, 0.62441, 0.632071]|_|0.490177|_|0.5910183333333333|_|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|0.9761904761904762|_|0.9523809523809523|_|False|_|True|_|[8.608653, 5.189168, 20.250411, 1.90467, 4.102653, 5.145376, 0.667702, 0.456348, 0.239551, 11.694944, 9.698087, 4.540386, 1.446864, 2.822597, 0.523991, 0.148922, 0.297605, 0.864223, 0.067426, 2.099894, 0.192586, 0.772186, 0.091461, 0.158748, 0.3095, 0.544596, 1.707942, 0.113705, 1.036245, 0.093743, 0.259007, 0.283649, 1.606033, 0.182228, 0.234636, 0.09445, 0.152603, 0.490177, 1.093454, 0.543051, 1.111978, 0.090915, 0.199407, 1.317085, 0.62441, 0.632071, 3.298171, 3.839384, 0.921293, 1.692904, 0.09319, 0.548409, 0.994334, 1.046637]|_|[0.0, 0.2, 0.0, 1.0, 0.333333, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.333333, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
589477|_|163052|_|thymeleaf/thymeleaf|_|{ return removeAttribute(StandaloneElementTag.asEngineStandaloneElementTag(standaloneElementTag), attributeName); }<z>|_|False|_|OK|_|[0.243187, 0.363581, 2.515408, 0.079561, 0.498738, 0.252009, 0.18934, 0.076753, 0.374683, 0.140562, 1.130669, 1.272887, 1.660246, 0.357191, 0.399191]|_|0.363581|_|0.6369337333333334|_|[0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.0, 0.5, 1.0, 1.0]|_|1.0|_|0.68|_|0.6|_|False|_|False|_|[5.912996, 1.229224, 1.75608, 0.080384, 0.272646, 0.619649, 0.181191, 0.659525, 0.21341, 2.063627, 2.889914, 0.806329, 0.540478, 0.889426, 0.04716, 2.357158, 0.943466, 1.090146, 0.295571, 0.177982, 0.143593, 1.121435, 0.243187, 0.363581, 2.515408, 0.079561, 0.498738, 0.252009, 0.18934, 0.076753, 0.374683, 0.140562, 1.130669, 1.272887, 1.660246, 0.357191, 0.399191, 2.608112, 0.941323, 1.099321, 1.158867, 0.242257, 0.270732, 0.598397, 0.306219, 1.901344, 0.109973, 1.572096, 0.171667, 0.134613, 0.538332]|_|[0.111111, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.25, 0.5, 0.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.333333, 0.5, 0.0, 0.166667, 1.0, 1.0, 0.25, 0.5, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 0.0, 0.5, 1.0, 1.0, 1.0, 0.333333, 0.2, 0.0, 0.5, 1.0, 0.5, 0.25, 0.0, 1.0, 0.5, 1.0, 1.0, 1.0]
592271|_|259882|_|thymeleaf/thymeleaf|_|{ return null; }<z>|_|False|_|OK|_|[0.114516, 0.263701, 0.468477, 0.078051, 0.075706]|_|0.114516|_|0.2000902|_|[1.0, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|1.0|_|1.0|_|True|_|True|_|[0.517681, 6.037036, 4.449287, 0.271323, 0.337113, 5.805232, 2.801826, 0.723699, 0.16443, 0.524559, 0.050176, 0.36545, 0.21518, 0.056514, 0.100714, 0.114516, 0.263701, 0.468477, 0.078051, 0.075706, 3.177668, 3.215543, 0.099375, 5.134991, 0.289241, 0.633471, 0.442558, 0.423556, 0.408347]|_|[1.0, 0.166667, 0.142857, 1.0, 1.0, 0.0, 0.142857, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 1.0, 0.111111, 1.0, 1.0, 1.0, 1.0, 1.0]
604716|_|701769|_|thymeleaf/thymeleaf|_|{ return null; }<z>|_|False|_|OK|_|[0.114238, 0.274763, 0.367948, 0.071746, 0.073949]|_|0.114238|_|0.1805288|_|[1.0, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|1.0|_|1.0|_|True|_|True|_|[0.531334, 2.192844, 0.058177, 0.792217, 0.098199, 24.790466, 4.598487, 2.961828, 3.520749, 0.199181, 0.97561, 0.513391, 0.375664, 1.232046, 0.105139, 0.928615, 0.045696, 0.375272, 0.219125, 0.056777, 0.098232, 0.114238, 0.274763, 0.367948, 0.071746, 0.073949, 0.898034, 2.077237, 0.049385, 0.874132, 0.088021, 1.110797, 0.126895, 0.162466, 1.577719, 0.053392, 0.871439, 0.087951, 0.328409, 0.582814, 0.205227, 0.257544, 0.056904, 0.093352, 0.434427, 0.396536, 0.080832, 0.182304, 0.441928, 0.043879, 0.351516, 0.973346, 0.609045, 0.112653, 0.257436, 0.081009, 0.091362, 0.557487, 0.231066, 0.165989, 0.043918, 6.217513, 0.099016, 0.329217, 0.209201, 0.206055, 0.18863, 0.169641, 0.496288, 0.553487, 0.137625, 0.065212]|_|[1.0, 0.333333, 1.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.25, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
604716|_|701770|_|thymeleaf/thymeleaf|_|{ result.add(capitalizeWords(element)); }<z>|_|False|_|OK|_|[0.091362, 0.557487, 0.231066, 0.165989, 0.043918, 6.217513, 0.099016, 0.329217, 0.209201, 0.206055, 0.18863, 0.169641]|_|0.19734249999999998|_|0.7090912500000001|_|[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|0.85|_|0.8333333333333334|_|False|_|True|_|[0.531334, 2.192844, 0.058177, 0.792217, 0.098199, 24.790466, 4.598487, 2.961828, 3.520749, 0.199181, 0.97561, 0.513391, 0.375664, 1.232046, 0.105139, 0.928615, 0.045696, 0.375272, 0.219125, 0.056777, 0.098232, 0.114238, 0.274763, 0.367948, 0.071746, 0.073949, 0.898034, 2.077237, 0.049385, 0.874132, 0.088021, 1.110797, 0.126895, 0.162466, 1.577719, 0.053392, 0.871439, 0.087951, 0.328409, 0.582814, 0.205227, 0.257544, 0.056904, 0.093352, 0.434427, 0.396536, 0.080832, 0.182304, 0.441928, 0.043879, 0.351516, 0.973346, 0.609045, 0.112653, 0.257436, 0.081009, 0.091362, 0.557487, 0.231066, 0.165989, 0.043918, 6.217513, 0.099016, 0.329217, 0.209201, 0.206055, 0.18863, 0.169641, 0.496288, 0.553487, 0.137625, 0.065212]|_|[1.0, 0.333333, 1.0, 1.0, 1.0, 0.0, 1.0, 0.5, 0.25, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.2, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
605047|_|712358|_|thymeleaf/thymeleaf|_|{ return this.sessionAttributesVariablesMap; }<z>|_|False|_|OK|_|[1.429571, 1.213361, 1.843783, 0.188644, 3.452039, 6.202111, 3.232737]|_|1.843783|_|2.508892285714286|_|[0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0]|_|0.5|_|0.6071428571428571|_|0.42857142857142855|_|False|_|False|_|[0.938249, 6.809653, 2.831157, 0.11473, 0.762037, 0.398064, 2.779643, 0.775402, 0.296737, 3.131024, 0.074329, 1.856195, 0.094735, 0.176351, 0.074068, 9.006207, 0.502649, 1.278436, 1.429571, 1.213361, 1.843783, 0.188644, 3.452039, 6.202111, 3.232737, 3.826506, 0.186384, 1.332102, 0.120202, 0.212833, 0.093322, 4.870345, 0.277071, 0.545094, 0.63994, 0.640435, 1.058531, 0.188652, 9.079343, 3.88011, 3.197209, 3.223765, 0.186269, 14.2257, 1.845265, 1.434071, 0.278921, 3.635672, 0.27701, 0.533194, 0.639687, 0.637434, 1.02136, 0.18866, 9.148784, 3.881084, 3.163761, 3.494973, 2.842215, 0.330565, 7.469784, 0.812056, 13.349368, 0.503172, 6.550074, 0.72451, 1.014543, 2.334254]|_|[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.5]
605047|_|712359|_|thymeleaf/thymeleaf|_|{ return this.requestParametersVariablesMap; }<z>|_|False|_|OK|_|[0.63994, 0.640435, 1.058531, 0.188652, 9.079343, 3.88011, 3.197209]|_|1.058531|_|2.6691742857142855|_|[0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0]|_|0.5|_|0.6071428571428571|_|0.42857142857142855|_|False|_|False|_|[0.938249, 6.809653, 2.831157, 0.11473, 0.762037, 0.398064, 2.779643, 0.775402, 0.296737, 3.131024, 0.074329, 1.856195, 0.094735, 0.176351, 0.074068, 9.006207, 0.502649, 1.278436, 1.429571, 1.213361, 1.843783, 0.188644, 3.452039, 6.202111, 3.232737, 3.826506, 0.186384, 1.332102, 0.120202, 0.212833, 0.093322, 4.870345, 0.277071, 0.545094, 0.63994, 0.640435, 1.058531, 0.188652, 9.079343, 3.88011, 3.197209, 3.223765, 0.186269, 14.2257, 1.845265, 1.434071, 0.278921, 3.635672, 0.27701, 0.533194, 0.639687, 0.637434, 1.02136, 0.18866, 9.148784, 3.881084, 3.163761, 3.494973, 2.842215, 0.330565, 7.469784, 0.812056, 13.349368, 0.503172, 6.550074, 0.72451, 1.014543, 2.334254]|_|[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.5]
605047|_|712360|_|thymeleaf/thymeleaf|_|{ return this.applicationAttributesVariablesMap; }<z>|_|False|_|OK|_|[0.639687, 0.637434, 1.02136, 0.18866, 9.148784, 3.881084, 3.163761]|_|1.02136|_|2.6686814285714284|_|[0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0]|_|0.5|_|0.6071428571428571|_|0.42857142857142855|_|False|_|False|_|[0.938249, 6.809653, 2.831157, 0.11473, 0.762037, 0.398064, 2.779643, 0.775402, 0.296737, 3.131024, 0.074329, 1.856195, 0.094735, 0.176351, 0.074068, 9.006207, 0.502649, 1.278436, 1.429571, 1.213361, 1.843783, 0.188644, 3.452039, 6.202111, 3.232737, 3.826506, 0.186384, 1.332102, 0.120202, 0.212833, 0.093322, 4.870345, 0.277071, 0.545094, 0.63994, 0.640435, 1.058531, 0.188652, 9.079343, 3.88011, 3.197209, 3.223765, 0.186269, 14.2257, 1.845265, 1.434071, 0.278921, 3.635672, 0.27701, 0.533194, 0.639687, 0.637434, 1.02136, 0.18866, 9.148784, 3.881084, 3.163761, 3.494973, 2.842215, 0.330565, 7.469784, 0.812056, 13.349368, 0.503172, 6.550074, 0.72451, 1.014543, 2.334254]|_|[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 0.5, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.25, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.5, 1.0, 0.5, 1.0, 0.0, 0.25, 1.0, 0.333333, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.5]
605139|_|715907|_|thymeleaf/thymeleaf|_|{ this.addedLocalVariables = new HashMap<String, Object>(3); }<z>|_|False|_|OK|_|[0.168667, 0.809083, 0.051007, 6.221168, 1.931771, 0.22743, 0.527039, 0.183395, 0.275808, 0.276717, 0.629971, 0.110253, 3.626518, 1.227531, 0.263613, 0.134238, 0.42642]|_|0.276717|_|1.0053311176470587|_|[1.0, 1.0, 1.0, 0.142857, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0]|_|1.0|_|0.890756294117647|_|0.8235294117647058|_|False|_|True|_|[1.164629, 0.84713, 7.337205, 0.184098, 0.460707, 0.256651, 0.473423, 1.247525, 0.297287, 1.4488, 0.558264, 0.286125, 0.372372, 1.88679, 0.069058, 2.579459, 0.579746, 0.602548, 0.108179, 0.601825, 0.056744, 0.552011, 0.059805, 7.725759, 2.118986, 0.146526, 0.176986, 0.168667, 0.809083, 0.051007, 6.221168, 1.931771, 0.22743, 0.527039, 0.183395, 0.275808, 0.276717, 0.629971, 0.110253, 3.626518, 1.227531, 0.263613, 0.134238, 0.42642, 0.781225, 0.047801, 5.987765, 0.895696, 0.741057, 0.105201, 0.680841, 0.317871, 1.103128, 0.176878, 0.278425, 0.351546]|_|[1.0, 1.0, 0.142857, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 0.142857, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
